Booking ID,Customer ID,Age,Gender,Destination,Travel Mode,Package Type,Booking Date,Travel Start Date,Travel End Date,Number of Travelers,Cost per Person,Total Cost,Discount,Net Amount,Booking Source,Payment Method,Feedback Score
BK_10513,CUST_5414,34,Female,Rome,Train,Premium,2022-07-01,2022-07-31,2022-08-09,2,2735.45,5470.9,713.75,4757.15,Website,Debit Card,4
BK_10514,CUST_5639,66,Female,Cairo,Flight,Budget,2024-07-20,2024-09-10,2024-09-17,3,2004.9,6014.7,794.88,5219.82,App,Credit Card,3
BK_10515,CUST_2863,55,Male,Sydney,Bus,Luxury,2025-05-31,2025-07-05,2025-07-08,6,904.73,5428.38,254.05,5174.33,Website,Bank Transfer,1
BK_10516,CUST_4387,25,Female,Paris,Flight,Premium,2022-08-18,2022-10-07,2022-10-19,1,3277.06,3277.06,564.33,2712.73,App,Credit Card,3
BK_10517,CUST_1071,46,Female,Dubai,Flight,Premium,2022-08-13,2022-09-17,2022-09-26,3,4621.24,13863.72,2663.35,11200.37,Phone,Credit Card,5
BK_10518,CUST_5545,41,Male,Cairo,Bus,Luxury,2025-03-25,2025-05-15,2025-05-29,6,3066.66,18399.96,370.53,18029.43,Website,Credit Card,3
BK_10519,CUST_4371,53,Male,Rome,Train,Luxury,2022-10-20,2022-11-14,2022-11-25,3,1677.09,5031.27,700.31,4330.96,App,Credit Card,5
BK_10520,CUST_1414,39,Female,Rome,Cruise,Budget,2024-05-02,2024-05-26,2024-06-01,4,2644.55,10578.2,1129.73,9448.47,App,Bank Transfer,5
BK_10521,CUST_1332,29,Male,Rome,Train,Standard,2023-11-28,2024-01-01,2024-01-11,1,583.22,583.22,21.72,561.5,In-Office,PayPal,5
BK_10522,CUST_1630,62,Male,Dubai,Train,Standard,2022-07-27,2022-08-29,2022-09-04,1,2020.32,2020.32,102.94,1917.38,In-Office,PayPal,3
BK_10523,CUST_2834,75,Male,Sydney,Bus,Budget,2025-04-02,2025-04-28,2025-05-11,1,2681.57,2681.57,535.11,2146.46,In-Office,Debit Card,3
BK_10524,CUST_1594,40,Male,Bangkok,Cruise,Budget,2022-07-13,2022-08-09,2022-08-16,5,3703.5,18517.5,6.33,18511.17,Website,Bank Transfer,4
BK_10525,CUST_4817,48,Male,Rome,Train,Premium,2024-08-04,2024-08-27,2024-09-04,2,3009.1,6018.2,729.65,5288.55,Phone,Bank Transfer,1
BK_10526,CUST_5097,22,Female,New York,Cruise,Luxury,2024-08-08,2024-08-29,2024-09-06,3,516.25,1548.75,167.57,1381.18,Phone,PayPal,4
BK_10527,CUST_4704,35,Male,Sydney,Flight,Premium,2022-07-28,2022-08-27,2022-09-08,5,4634.98,23174.9,3174.08,20000.82,In-Office,Debit Card,4
BK_10528,CUST_4860,31,Female,Dubai,Train,Budget,2023-07-12,2023-08-25,2023-08-28,4,2506.42,10025.68,409.14,9616.54,Website,Bank Transfer,3
BK_10529,CUST_3557,43,Male,Sydney,Cruise,Budget,2024-02-27,2024-04-06,2024-04-18,6,841.44,5048.64,376.92,4671.72,App,PayPal,1
BK_10530,CUST_2786,67,Female,Cairo,Flight,Premium,2024-04-21,2024-05-29,2024-06-08,1,2800.94,2800.94,333.46,2467.48,In-Office,PayPal,4
BK_10531,CUST_1799,18,Female,Cairo,Cruise,Standard,2025-02-12,2025-03-15,2025-03-21,4,2466.69,9866.76,1664.94,8201.82,Website,Debit Card,1
BK_10532,CUST_2609,47,Female,Sydney,Cruise,Budget,2025-02-25,2025-04-18,2025-05-02,5,4234.09,21170.45,1303.43,19867.02,Website,Debit Card,3
BK_10533,CUST_2805,60,Male,Tokyo,Train,Luxury,2024-08-03,2024-08-24,2024-08-31,2,4523.3,9046.6,873.97,8172.63,App,Debit Card,4
BK_10534,CUST_5965,44,Female,Dubai,Bus,Budget,2024-10-01,2024-11-09,2024-11-15,2,1528.01,3056.02,379.17,2676.85,Website,Credit Card,3
BK_10535,CUST_2660,36,Female,Bangkok,Bus,Standard,2023-06-26,2023-07-18,2023-07-31,2,4740.42,9480.84,1628.86,7851.98,Phone,Bank Transfer,1
BK_10536,CUST_2847,54,Male,Bangkok,Bus,Premium,2023-02-18,2023-03-26,2023-04-06,5,1951.02,9755.1,179.76,9575.34,In-Office,PayPal,4
BK_10537,CUST_1363,65,Male,Paris,Flight,Premium,2023-06-01,2023-06-17,2023-06-23,2,1884.91,3769.82,48.61,3721.21,Website,PayPal,3
BK_10538,CUST_5282,53,Male,Sydney,Flight,Premium,2024-03-21,2024-04-14,2024-04-18,5,4201.25,21006.25,2199.61,18806.64,Website,Bank Transfer,2
BK_10539,CUST_3765,66,Female,Sydney,Cruise,Budget,2023-11-28,2023-12-17,2023-12-21,1,2521.74,2521.74,60.81,2460.93,Phone,Bank Transfer,1
BK_10540,CUST_3661,47,Male,Tokyo,Bus,Budget,2023-03-23,2023-04-30,2023-05-11,6,2989.49,17936.94,3317.78,14619.16,Website,Bank Transfer,1
BK_10541,CUST_5725,46,Male,Paris,Flight,Luxury,2024-06-01,2024-07-13,2024-07-28,6,4499.28,26995.68,3399.24,23596.44,Website,Credit Card,2
BK_10542,CUST_5803,61,Male,Rome,Train,Budget,2023-09-24,2023-10-08,2023-10-11,6,4181.87,25091.22,3102.74,21988.48,Phone,Credit Card,5
BK_10543,CUST_1384,22,Female,Dubai,Train,Luxury,2022-08-11,2022-10-10,2022-10-20,5,3190.22,15951.1,2934.12,13016.98,Website,Bank Transfer,5
BK_10544,CUST_1274,19,Female,Auckland,Cruise,Standard,2023-12-28,2024-02-23,2024-03-03,4,4085.33,16341.32,526.3,15815.02,Phone,PayPal,2
BK_10545,CUST_2360,37,Male,New York,Flight,Standard,2025-06-13,2025-07-19,2025-07-27,3,3514.02,10542.06,595.91,9946.15,In-Office,Debit Card,2
BK_10546,CUST_1889,51,Male,Sydney,Bus,Budget,2024-04-28,2024-06-14,2024-06-29,2,3347.83,6695.66,271.6,6424.06,App,PayPal,3
BK_10547,CUST_3350,27,Male,Auckland,Bus,Premium,2024-04-08,2024-04-26,2024-05-03,3,1396.05,4188.15,508.02,3680.13,In-Office,PayPal,3
BK_10548,CUST_1369,33,Male,New York,Train,Standard,2022-11-04,2022-12-02,2022-12-17,1,2322.23,2322.23,460.9,1861.33,App,Debit Card,5
BK_10549,CUST_3026,37,Female,Bangkok,Bus,Standard,2022-08-19,2022-10-02,2022-10-12,3,4297.13,12891.39,570.23,12321.16,In-Office,Bank Transfer,5
BK_10550,CUST_1518,69,Male,Paris,Flight,Standard,2024-01-13,2024-02-29,2024-03-12,1,3605.83,3605.83,102.21,3503.62,In-Office,Bank Transfer,5
BK_10551,CUST_4038,34,Male,Dubai,Flight,Luxury,2022-07-05,2022-08-19,2022-09-02,2,864.52,1729.04,68.58,1660.46,In-Office,Credit Card,1
BK_10552,CUST_3558,30,Male,Tokyo,Train,Luxury,2022-10-24,2022-12-05,2022-12-14,2,731.87,1463.74,20.9,1442.84,In-Office,Credit Card,1
BK_10553,CUST_3715,50,Male,New York,Cruise,Luxury,2022-08-26,2022-09-05,2022-09-19,5,705.85,3529.25,305.65,3223.6,In-Office,Bank Transfer,5
BK_10554,CUST_3674,21,Male,Paris,Train,Standard,2024-11-04,2024-12-31,2025-01-05,3,1575.8,4727.4,57.12,4670.28,In-Office,Bank Transfer,3
BK_10555,CUST_4952,56,Female,Auckland,Flight,Premium,2023-06-29,2023-08-03,2023-08-08,4,1652.56,6610.24,128.73,6481.51,Website,PayPal,3
BK_10556,CUST_4852,66,Male,Bangkok,Train,Budget,2025-02-25,2025-03-21,2025-04-03,5,1285.07,6425.35,374.85,6050.5,App,Bank Transfer,5
BK_10557,CUST_5984,68,Female,Paris,Bus,Budget,2024-08-17,2024-09-03,2024-09-08,5,1021.67,5108.35,409.57,4698.78,In-Office,Credit Card,3
BK_10558,CUST_4485,42,Male,Rome,Flight,Premium,2025-05-26,2025-06-30,2025-07-06,3,1858.62,5575.86,710.6,4865.26,App,Credit Card,5
BK_10559,CUST_3186,40,Male,New York,Train,Budget,2022-10-12,2022-10-24,2022-11-02,1,2840.95,2840.95,117.24,2723.71,In-Office,PayPal,3
BK_10560,CUST_3818,29,Male,Auckland,Train,Luxury,2024-01-01,2024-01-25,2024-02-02,4,1240.25,4961.0,115.7,4845.3,Website,Bank Transfer,2
BK_10561,CUST_4461,19,Male,Cairo,Flight,Budget,2024-02-05,2024-04-05,2024-04-19,6,2052.31,12313.86,1977.3,10336.56,Phone,PayPal,2
BK_10562,CUST_3146,69,Male,Bangkok,Flight,Luxury,2023-10-06,2023-11-10,2023-11-16,1,4097.33,4097.33,789.25,3308.08,App,PayPal,3
BK_10563,CUST_1365,35,Male,Bangkok,Train,Luxury,2025-06-07,2025-07-17,2025-07-23,3,4402.45,13207.35,1709.75,11497.6,Website,PayPal,5
BK_10564,CUST_4729,48,Male,New York,Train,Premium,2022-12-30,2023-02-10,2023-02-25,5,3839.54,19197.7,1086.9,18110.8,In-Office,Debit Card,5
BK_10565,CUST_2125,58,Female,Sydney,Bus,Budget,2024-10-10,2024-11-01,2024-11-11,6,4698.8,28192.8,2401.01,25791.79,In-Office,PayPal,3
BK_10566,CUST_4979,30,Female,Bangkok,Cruise,Luxury,2024-08-15,2024-10-09,2024-10-23,6,2488.14,14928.84,894.21,14034.63,App,Bank Transfer,5
BK_10567,CUST_2292,75,Female,Sydney,Train,Budget,2022-07-08,2022-07-23,2022-08-07,6,3959.52,23757.12,2186.42,21570.7,In-Office,PayPal,3
BK_10568,CUST_1901,50,Male,Rome,Bus,Standard,2023-08-22,2023-09-20,2023-09-28,2,1378.96,2757.92,491.28,2266.64,Website,Debit Card,2
BK_10569,CUST_5859,69,Female,Paris,Bus,Luxury,2023-01-24,2023-02-11,2023-02-22,6,3834.34,23006.04,318.19,22687.85,In-Office,PayPal,4
BK_10570,CUST_2898,24,Male,Sydney,Bus,Standard,2024-01-19,2024-03-13,2024-03-28,5,810.8,4054.0,683.23,3370.77,Phone,Credit Card,2
BK_10571,CUST_2652,42,Female,Dubai,Bus,Premium,2022-10-19,2022-11-29,2022-12-13,6,3564.59,21387.54,1475.43,19912.11,Website,Debit Card,4
BK_10572,CUST_3157,28,Female,Bangkok,Bus,Premium,2023-11-09,2023-12-20,2023-12-30,2,946.95,1893.9,309.49,1584.41,In-Office,Bank Transfer,4
BK_10573,CUST_1472,57,Male,Auckland,Cruise,Standard,2025-03-29,2025-05-16,2025-05-21,6,1584.35,9506.1,1443.67,8062.43,In-Office,Credit Card,1
BK_10574,CUST_5585,57,Female,Auckland,Cruise,Standard,2023-03-12,2023-03-26,2023-04-01,6,1090.78,6544.68,840.04,5704.64,In-Office,PayPal,4
BK_10575,CUST_4853,47,Male,Auckland,Train,Premium,2023-11-13,2024-01-05,2024-01-12,1,2305.66,2305.66,416.83,1888.83,Phone,Credit Card,3
BK_10576,CUST_2894,64,Female,Tokyo,Bus,Luxury,2024-06-15,2024-08-01,2024-08-12,2,3575.24,7150.48,561.02,6589.46,App,Debit Card,1
BK_10577,CUST_5607,19,Female,Sydney,Flight,Luxury,2024-05-30,2024-06-16,2024-06-20,6,2195.38,13172.28,1572.35,11599.93,Phone,PayPal,1
BK_10578,CUST_1419,46,Female,Cairo,Train,Budget,2024-03-02,2024-04-23,2024-05-03,5,4102.64,20513.2,3852.31,16660.89,Phone,PayPal,1
BK_10579,CUST_1011,63,Female,Sydney,Cruise,Premium,2023-07-13,2023-08-19,2023-09-02,2,1075.83,2151.66,22.24,2129.42,App,PayPal,2
BK_10580,CUST_1384,27,Male,Cairo,Train,Luxury,2023-04-01,2023-04-11,2023-04-14,6,4603.1,27618.6,5374.78,22243.82,Website,Bank Transfer,3
BK_10581,CUST_3788,55,Female,Cairo,Cruise,Luxury,2023-05-08,2023-06-10,2023-06-17,6,2781.45,16688.7,1395.76,15292.94,Phone,PayPal,4
BK_10582,CUST_3645,65,Female,Auckland,Cruise,Premium,2023-04-13,2023-06-04,2023-06-07,6,3248.91,19493.46,3685.8,15807.66,Website,PayPal,5
BK_10583,CUST_3537,21,Male,Rome,Bus,Premium,2025-02-14,2025-04-08,2025-04-12,6,3334.14,20004.84,675.19,19329.65,In-Office,Debit Card,3
BK_10584,CUST_1604,33,Female,Paris,Cruise,Premium,2022-10-25,2022-12-14,2022-12-24,5,3706.11,18530.55,245.82,18284.73,App,Credit Card,5
BK_10585,CUST_5157,65,Male,New York,Train,Premium,2022-06-21,2022-07-03,2022-07-12,1,1727.06,1727.06,312.93,1414.13,Website,PayPal,2
BK_10586,CUST_4806,71,Male,Sydney,Train,Standard,2023-09-25,2023-11-24,2023-11-30,6,1440.98,8645.88,944.44,7701.44,Phone,PayPal,1
BK_10587,CUST_2421,30,Female,Sydney,Flight,Budget,2022-07-22,2022-08-01,2022-08-13,3,3889.66,11668.98,669.3,10999.68,Website,Credit Card,2
BK_10588,CUST_3266,57,Male,Paris,Cruise,Standard,2024-12-18,2025-01-19,2025-01-31,2,616.45,1232.9,46.8,1186.1,App,Bank Transfer,2
BK_10589,CUST_4872,28,Female,New York,Bus,Premium,2023-12-15,2024-01-16,2024-01-20,6,3853.18,23119.08,2156.8,20962.28,Website,Bank Transfer,1
BK_10590,CUST_2487,38,Female,Auckland,Flight,Luxury,2023-11-26,2023-12-18,2023-12-26,5,2816.47,14082.35,1776.4,12305.95,Website,Debit Card,3
BK_10591,CUST_4284,71,Female,Dubai,Flight,Luxury,2023-01-25,2023-02-20,2023-02-23,3,3088.65,9265.95,826.42,8439.53,App,Credit Card,2
BK_10592,CUST_4076,39,Male,Sydney,Bus,Premium,2024-05-26,2024-07-05,2024-07-10,4,4480.31,17921.24,941.51,16979.73,Website,PayPal,4
BK_10593,CUST_5556,40,Male,Tokyo,Bus,Budget,2022-12-15,2023-02-09,2023-02-23,5,2008.69,10043.45,1749.28,8294.17,In-Office,Debit Card,4
BK_10594,CUST_4828,57,Female,Sydney,Cruise,Luxury,2023-08-24,2023-09-17,2023-09-29,3,1158.65,3475.95,628.88,2847.07,In-Office,Credit Card,4
BK_10595,CUST_2212,59,Male,New York,Bus,Luxury,2024-05-25,2024-07-04,2024-07-11,5,3026.78,15133.9,2992.39,12141.51,Website,PayPal,2
BK_10596,CUST_2305,27,Male,Paris,Flight,Budget,2025-03-23,2025-04-03,2025-04-08,4,1855.58,7422.32,604.01,6818.31,In-Office,Bank Transfer,3
BK_10597,CUST_1702,55,Female,Paris,Cruise,Premium,2023-02-17,2023-04-04,2023-04-13,1,3858.38,3858.38,522.24,3336.14,Phone,Debit Card,3
BK_10598,CUST_2727,65,Male,Sydney,Bus,Standard,2025-01-23,2025-03-24,2025-04-08,5,3911.66,19558.3,1209.25,18349.05,App,Credit Card,3
BK_10599,CUST_4078,22,Female,Auckland,Flight,Luxury,2023-09-01,2023-09-24,2023-10-05,2,1480.75,2961.5,322.09,2639.41,In-Office,Credit Card,1
BK_10600,CUST_3017,61,Male,Cairo,Train,Standard,2023-06-29,2023-07-12,2023-07-23,1,4548.84,4548.84,402.66,4146.18,Website,PayPal,5
BK_10601,CUST_2787,74,Male,New York,Cruise,Luxury,2024-08-30,2024-09-15,2024-09-20,4,707.19,2828.76,418.84,2409.92,Phone,PayPal,4
BK_10602,CUST_3430,47,Female,Sydney,Bus,Luxury,2024-04-08,2024-05-10,2024-05-18,4,939.39,3757.56,540.47,3217.09,In-Office,Credit Card,3
BK_10603,CUST_2695,57,Female,Bangkok,Train,Premium,2025-01-29,2025-03-08,2025-03-22,2,3151.42,6302.84,516.65,5786.19,Phone,Credit Card,5
BK_10604,CUST_4550,66,Female,Rome,Train,Premium,2023-01-29,2023-02-14,2023-02-20,3,1490.87,4472.61,247.25,4225.36,In-Office,Bank Transfer,4
BK_10605,CUST_5335,41,Male,Sydney,Bus,Premium,2024-02-25,2024-04-08,2024-04-22,6,4774.94,28649.64,4306.06,24343.58,In-Office,Credit Card,4
BK_10606,CUST_2445,65,Male,Rome,Train,Budget,2023-03-27,2023-05-18,2023-05-23,2,1486.08,2972.16,564.01,2408.15,Website,Credit Card,3
BK_10607,CUST_4603,60,Female,Cairo,Cruise,Luxury,2025-01-15,2025-03-10,2025-03-17,6,1443.64,8661.84,1185.18,7476.66,In-Office,Bank Transfer,4
BK_10608,CUST_2802,30,Male,Sydney,Bus,Premium,2025-05-03,2025-06-29,2025-07-07,4,1545.51,6182.04,1148.01,5034.03,In-Office,Bank Transfer,4
BK_10609,CUST_4973,53,Female,New York,Flight,Standard,2024-12-24,2025-01-05,2025-01-20,6,1548.81,9292.86,1004.36,8288.5,App,Bank Transfer,1
BK_10610,CUST_4707,68,Male,Rome,Flight,Luxury,2023-03-15,2023-05-03,2023-05-13,1,4504.37,4504.37,278.09,4226.28,In-Office,Credit Card,1
BK_10611,CUST_2703,62,Female,Rome,Flight,Luxury,2022-12-13,2023-01-20,2023-01-30,2,2414.21,4828.42,856.78,3971.64,In-Office,Credit Card,1
BK_10612,CUST_2171,75,Male,Tokyo,Train,Budget,2023-10-24,2023-12-04,2023-12-14,6,3447.66,20685.96,755.88,19930.08,App,Bank Transfer,1
BK_10613,CUST_3976,61,Female,Paris,Flight,Budget,2025-02-07,2025-02-17,2025-02-25,3,3769.67,11309.01,917.84,10391.17,Phone,Debit Card,3
BK_10614,CUST_3008,51,Male,New York,Flight,Luxury,2024-11-01,2024-12-29,2025-01-09,4,3078.42,12313.68,788.89,11524.79,Website,Debit Card,2
BK_10615,CUST_3894,31,Female,Paris,Train,Premium,2023-08-30,2023-09-29,2023-10-13,1,2020.9,2020.9,245.84,1775.06,Website,Bank Transfer,4
BK_10616,CUST_4678,69,Male,Paris,Cruise,Premium,2023-07-26,2023-08-09,2023-08-18,2,2650.48,5300.96,915.37,4385.59,In-Office,Bank Transfer,1
BK_10617,CUST_1847,68,Female,Tokyo,Bus,Budget,2025-01-21,2025-02-24,2025-03-11,3,3215.26,9645.78,474.76,9171.02,Phone,PayPal,5
BK_10618,CUST_2229,23,Female,Sydney,Cruise,Standard,2023-08-21,2023-10-20,2023-10-29,5,1769.8,8849.0,806.08,8042.92,Phone,Credit Card,4
BK_10619,CUST_2098,59,Male,Auckland,Cruise,Standard,2024-12-31,2025-02-11,2025-02-26,1,4780.03,4780.03,854.73,3925.3,Phone,Credit Card,2
BK_10620,CUST_2646,30,Female,Bangkok,Train,Premium,2023-06-24,2023-08-18,2023-08-30,6,4440.78,26644.68,1022.16,25622.52,Phone,Credit Card,4
BK_10621,CUST_5232,21,Male,Auckland,Cruise,Standard,2024-05-12,2024-05-31,2024-06-06,6,4792.23,28753.38,3017.71,25735.67,In-Office,Debit Card,3
BK_10622,CUST_5830,38,Male,Bangkok,Flight,Standard,2024-07-23,2024-09-15,2024-09-18,6,763.33,4579.98,669.97,3910.01,App,Bank Transfer,5
BK_10623,CUST_4958,60,Female,Sydney,Flight,Standard,2024-02-10,2024-04-03,2024-04-16,6,1826.06,10956.36,387.25,10569.11,App,PayPal,5
BK_10624,CUST_2230,19,Male,Auckland,Bus,Premium,2023-10-05,2023-11-21,2023-12-05,2,1644.98,3289.96,152.53,3137.43,Website,PayPal,5
BK_10625,CUST_5785,44,Female,Tokyo,Cruise,Standard,2024-09-22,2024-10-28,2024-11-01,1,1156.19,1156.19,179.63,976.56,App,Bank Transfer,3
BK_10626,CUST_4735,23,Female,Auckland,Bus,Budget,2024-08-04,2024-10-02,2024-10-17,5,2153.27,10766.35,79.03,10687.32,App,PayPal,1
BK_10627,CUST_1226,26,Male,Sydney,Cruise,Luxury,2023-04-29,2023-05-17,2023-05-31,5,4741.73,23708.65,2604.88,21103.77,Phone,Debit Card,3
BK_10628,CUST_5435,38,Female,Cairo,Cruise,Standard,2022-12-22,2023-01-04,2023-01-08,3,1832.82,5498.46,26.23,5472.23,Website,Debit Card,2
BK_10629,CUST_4422,18,Male,Dubai,Bus,Premium,2024-01-15,2024-03-04,2024-03-13,5,2751.02,13755.1,1573.64,12181.46,App,Credit Card,2
BK_10630,CUST_3077,74,Female,Bangkok,Flight,Premium,2023-02-22,2023-04-18,2023-04-28,5,2246.6,11233.0,1721.95,9511.05,App,PayPal,2
BK_10631,CUST_5485,30,Female,Auckland,Cruise,Budget,2023-03-30,2023-04-10,2023-04-23,4,4589.13,18356.52,2704.92,15651.6,Website,Bank Transfer,5
BK_10632,CUST_1842,51,Female,Sydney,Flight,Standard,2022-09-24,2022-10-15,2022-10-27,2,1441.9,2883.8,361.45,2522.35,Phone,Credit Card,3
BK_10633,CUST_4898,41,Male,Bangkok,Train,Standard,2024-09-23,2024-10-30,2024-11-03,3,4532.11,13596.33,2490.53,11105.8,In-Office,Bank Transfer,4
BK_10634,CUST_2612,70,Male,Dubai,Train,Luxury,2023-02-16,2023-04-03,2023-04-18,2,4696.56,9393.12,628.51,8764.61,Website,PayPal,4
BK_10635,CUST_1267,20,Female,Dubai,Bus,Budget,2024-05-21,2024-07-16,2024-07-23,6,2001.15,12006.9,962.76,11044.14,App,Bank Transfer,4
BK_10636,CUST_4525,58,Female,Auckland,Bus,Budget,2025-02-18,2025-04-17,2025-04-21,4,1571.22,6284.88,811.57,5473.31,In-Office,Credit Card,5
BK_10637,CUST_3244,24,Female,Cairo,Bus,Standard,2024-08-30,2024-09-16,2024-09-19,4,838.5,3354.0,150.47,3203.53,App,Debit Card,2
BK_10638,CUST_4135,72,Female,Tokyo,Train,Standard,2022-12-30,2023-01-18,2023-01-30,5,4345.45,21727.25,2001.54,19725.71,App,Bank Transfer,1
BK_10639,CUST_2633,57,Female,Dubai,Train,Luxury,2025-04-23,2025-05-11,2025-05-25,5,4977.05,24885.25,3405.76,21479.49,Website,Bank Transfer,5
BK_10640,CUST_5677,26,Female,Cairo,Cruise,Budget,2024-05-30,2024-07-29,2024-08-08,1,3635.11,3635.11,116.86,3518.25,Website,Bank Transfer,2
BK_10641,CUST_3245,62,Male,Tokyo,Bus,Standard,2023-07-17,2023-08-01,2023-08-13,5,3856.93,19284.65,3548.43,15736.22,In-Office,Bank Transfer,3
BK_10642,CUST_1328,49,Female,Dubai,Cruise,Premium,2023-12-02,2024-01-27,2024-02-02,2,2132.33,4264.66,453.19,3811.47,App,Debit Card,1
BK_10643,CUST_5510,70,Male,New York,Cruise,Standard,2023-03-22,2023-04-23,2023-04-29,2,818.07,1636.14,125.67,1510.47,Website,Debit Card,2
BK_10644,CUST_5032,47,Male,New York,Cruise,Luxury,2023-10-06,2023-10-29,2023-11-06,3,1260.97,3782.91,576.75,3206.16,Website,PayPal,2
BK_10645,CUST_4919,23,Female,Bangkok,Bus,Standard,2023-12-20,2024-01-28,2024-02-01,5,2811.3,14056.5,1032.59,13023.91,App,PayPal,3
BK_10646,CUST_1709,30,Female,Auckland,Train,Premium,2023-05-27,2023-06-17,2023-06-29,4,2550.63,10202.52,550.89,9651.63,Phone,Credit Card,4
BK_10647,CUST_3151,60,Female,Paris,Train,Budget,2023-12-13,2024-01-05,2024-01-10,1,3028.03,3028.03,261.53,2766.5,Website,PayPal,5
BK_10648,CUST_2008,42,Female,Bangkok,Flight,Standard,2023-12-09,2024-01-26,2024-02-02,4,4017.9,16071.6,2366.09,13705.51,Phone,Credit Card,4
BK_10649,CUST_1393,38,Male,Cairo,Flight,Premium,2024-05-23,2024-07-10,2024-07-24,3,2091.91,6275.73,330.4,5945.33,Website,Credit Card,1
BK_10650,CUST_3867,24,Female,New York,Flight,Premium,2025-05-26,2025-06-20,2025-07-05,1,3337.98,3337.98,518.8,2819.18,In-Office,Credit Card,4
BK_10651,CUST_2964,74,Male,Auckland,Train,Budget,2025-03-21,2025-04-22,2025-05-03,4,627.36,2509.44,226.54,2282.9,Phone,Debit Card,4
BK_10652,CUST_5313,66,Male,Cairo,Train,Premium,2023-02-05,2023-02-21,2023-03-06,3,2752.11,8256.33,61.0,8195.33,Phone,Debit Card,4
BK_10653,CUST_1710,47,Female,Auckland,Train,Premium,2023-04-18,2023-05-07,2023-05-10,6,1809.29,10855.74,1324.07,9531.67,Website,Debit Card,2
BK_10654,CUST_3539,24,Male,Bangkok,Bus,Budget,2023-01-04,2023-01-23,2023-01-30,4,4490.16,17960.64,2870.81,15089.83,In-Office,Credit Card,4
BK_10655,CUST_4816,72,Female,New York,Flight,Budget,2022-11-24,2023-01-23,2023-01-29,4,4284.85,17139.4,1234.63,15904.77,Website,Credit Card,4
BK_10656,CUST_4331,25,Female,Paris,Bus,Premium,2022-09-30,2022-11-04,2022-11-17,5,3777.77,18888.85,1258.18,17630.67,App,Bank Transfer,1
BK_10657,CUST_5957,27,Male,Sydney,Bus,Luxury,2024-10-30,2024-11-25,2024-12-02,3,3063.9,9191.7,1702.44,7489.26,Phone,Debit Card,2
BK_10658,CUST_1782,49,Female,Cairo,Train,Budget,2023-01-27,2023-02-27,2023-03-14,4,2289.16,9156.64,208.31,8948.33,Website,Debit Card,3
BK_10659,CUST_5797,43,Male,Auckland,Cruise,Premium,2023-02-08,2023-03-19,2023-03-23,3,2966.4,8899.2,1030.49,7868.71,App,Debit Card,1
BK_10660,CUST_1954,19,Female,Cairo,Train,Budget,2024-03-09,2024-04-02,2024-04-08,3,3735.1,11205.3,603.01,10602.29,Phone,Credit Card,5
BK_10661,CUST_1438,19,Male,Rome,Train,Luxury,2024-10-22,2024-11-05,2024-11-10,6,1745.75,10474.5,14.02,10460.48,Phone,PayPal,1
BK_10662,CUST_4920,72,Female,New York,Flight,Premium,2023-03-01,2023-04-07,2023-04-14,1,531.53,531.53,101.48,430.05,App,PayPal,1
BK_10663,CUST_1195,64,Male,Dubai,Flight,Standard,2022-09-15,2022-11-03,2022-11-17,6,4203.18,25219.08,4084.2,21134.88,App,Debit Card,2
BK_10664,CUST_3360,66,Female,Auckland,Flight,Budget,2024-09-30,2024-10-10,2024-10-17,2,959.23,1918.46,341.66,1576.8,App,Bank Transfer,1
BK_10665,CUST_4050,63,Male,Bangkok,Flight,Budget,2023-01-06,2023-02-15,2023-02-20,6,4640.57,27843.42,2567.53,25275.89,Website,Debit Card,3
BK_10666,CUST_5888,30,Female,Cairo,Flight,Luxury,2025-04-25,2025-06-11,2025-06-17,3,3004.61,9013.83,1274.53,7739.3,Website,Debit Card,3
BK_10667,CUST_1579,29,Female,Dubai,Bus,Luxury,2023-08-29,2023-10-05,2023-10-09,3,1483.14,4449.42,97.88,4351.54,App,Credit Card,5
BK_10668,CUST_2613,68,Female,Tokyo,Bus,Budget,2024-04-15,2024-05-21,2024-05-26,5,3083.34,15416.7,1424.23,13992.47,In-Office,Bank Transfer,4
BK_10669,CUST_3047,31,Male,Rome,Bus,Luxury,2023-09-29,2023-10-10,2023-10-25,2,4001.19,8002.38,1147.62,6854.76,In-Office,Debit Card,5
BK_10670,CUST_2493,27,Male,New York,Train,Budget,2024-02-25,2024-04-10,2024-04-15,4,4921.77,19687.08,1827.44,17859.64,App,Debit Card,1
BK_10671,CUST_5838,56,Male,Bangkok,Train,Luxury,2023-08-10,2023-09-12,2023-09-25,5,3618.17,18090.85,1100.08,16990.77,App,PayPal,2
BK_10672,CUST_2196,24,Male,Dubai,Train,Budget,2023-10-03,2023-12-01,2023-12-05,2,2701.78,5403.56,206.82,5196.74,In-Office,PayPal,5
BK_10673,CUST_1699,66,Female,Tokyo,Cruise,Premium,2024-10-02,2024-11-03,2024-11-07,5,4542.18,22710.9,3256.82,19454.08,Phone,Bank Transfer,3
BK_10674,CUST_3238,73,Female,Bangkok,Train,Luxury,2023-07-10,2023-08-03,2023-08-12,3,1358.11,4074.33,272.01,3802.32,Website,PayPal,3
BK_10675,CUST_5729,20,Female,Rome,Bus,Budget,2023-01-05,2023-01-23,2023-02-05,6,680.1,4080.6,576.24,3504.36,In-Office,Credit Card,3
